级别编码,级别名称,分类编号,分类名称,厚度,长度,宽度,吨位差
00401353,咸阳中玻福特蓝玻客户定制级,004,色玻,4.5,3660,2440,0
00401352,咸阳中玻福特蓝玻客户定制级,004,色玻,4.5,3660,2200,0
00401351,咸阳色玻定制花板,004,色玻,7,3660,2440,0
00401350,咸阳色玻定制花板,004,色玻,6,3660,2440,0
00401349,咸阳欧洲灰原片优等品,004,色玻,3.8,3660,2440,0
00401348,咸阳南玻阳光膜154,004,色玻,10,4280,3300,0
00401347,咸阳福特蓝原片优等品,004,色玻,4.4,2440,1830,0
00401346,咸阳福特蓝原片普通级,004,色玻,6,3660,2440,0
00401345,咸阳福特蓝原片普通级,004,色玻,5,3300,2440,0.2
00401344,咸阳福特蓝原片普通级,004,色玻,4.5,3660,2440,0
00401343,咸阳福特蓝原片客户定制,004,色玻,4.5,3660,2440,0
00401342,咸阳福特蓝原片客户定制,004,色玻,4.5,2440,1830,0
00401341,咸阳福特蓝镀膜优等品,004,色玻,6,3660,2800,0
00401340,咸阳福特蓝镀膜优等品,004,色玻,6,3660,2700,0.2
00401339,咸阳福特蓝镀膜优等品,004,色玻,6,3660,2600,0
00401338,咸阳福特蓝镀膜优等品,004,色玻,6,3660,2440,0.2
00401337,咸阳福特蓝镀膜优等品,004,色玻,5,3660,2700,0.2
00401336,咸阳福特蓝镀膜优等品,004,色玻,5,3660,2600,0.2
00401335,咸阳福特蓝镀膜优等品,004,色玻,5,3660,2440,0.2
00401334,咸阳福特蓝镀膜优等品,004,色玻,5,3660,2200,0.2
00401333,咸阳福特蓝镀膜优等品,004,色玻,4.5,3660,2600,0.2
00401332,咸阳福特蓝镀膜优等品,004,色玻,4.5,3660,2440,0.2
00401331,咸阳福特蓝镀膜优等品,004,色玻,4.5,3660,2200,0.2
00401330,咸阳福特蓝镀膜优等品,004,色玻,4.5,2600,1830,0.2
00401329,咸阳福特蓝镀膜客户定制,004,色玻,6,3660,2600,0
00401328,咸阳福特蓝镀膜客户定制,004,色玻,6,3660,2440,0
00401327,咸阳福特蓝镀膜客户定制,004,色玻,6,3660,2200,0
00401326,咸阳福特蓝镀膜客户定制,004,色玻,6,3300,2440,0
00401325,咸阳福特蓝镀膜客户定制,004,色玻,5,3660,2700,0
00401324,咸阳福特蓝镀膜客户定制,004,色玻,5,3660,2600,0
00401323,咸阳福特蓝镀膜客户定制,004,色玻,5,3660,2440,0
00401322,咸阳福特蓝镀膜客户定制,004,色玻,5,3660,2200,0
00401321,咸阳福特蓝镀膜客户定制,004,色玻,4.8,2440,1710,0
00401320,咸阳福特蓝镀膜客户定制,004,色玻,4.5,3660,2600,0
00401319,咸阳福特蓝镀膜客户定制,004,色玻,4.5,3660,2440,0
00401318,咸阳福特蓝镀膜客户定制,004,色玻,4.5,3660,2200,0
00401317,咸阳福特蓝镀膜客户定制,004,色玻,4.5,2440,2000,0
00401316,咸阳福特蓝镀膜客户定制,004,色玻,4.5,2440,1950,0
00401315,咸阳福特蓝镀膜客户定制,004,色玻,4.5,2440,1830,0
00401314,咸阳福特蓝镀膜客户定制,004,色玻,4.5,2440,1710,0
00401313,咸阳福特蓝镀膜客户定制,004,色玻,4.5,2440,1660,0
00401312,咸阳福特蓝镀膜客户定制,004,色玻,4.5,2200,2000,0
00401311,咸阳福特蓝镀膜客户定制,004,色玻,4.5,2200,1660,0
00401310,咸阳福特蓝镀膜客户定制,004,色玻,4.4,3660,2440,0
00401309,咸阳福特蓝镀膜客户定制,004,色玻,4.4,2440,1950,0
00401308,咸阳福特蓝镀膜客户定制,004,色玻,4.4,2440,1830,0
00401307,咸阳福特蓝镀膜客户定制,004,色玻,4.4,2440,1710,0
00401306,咸阳福特蓝玻优等品,004,色玻,5,3660,2200,0
00401305,芜湖信义黑玻优等品,004,色玻,5,3660,2440,0.2
00401304,芜湖信义黑玻优等品,004,色玻,5,3660,1900,0
00401303,芜湖信义黑玻优等品,004,色玻,5,3300,2440,0
00401302,芜湖信义黑玻20系,004,色玻,3.2,2440,1830,0.2
00401301,威海中玻自然绿镀膜优质加工级,004,色玻,4.5,3660,2440,0
00401300,威海中玻自然绿镀膜优质加工级,004,色玻,4.5,2440,1830,0
00401299,威海中玻自然绿镀膜优质加工级,004,色玻,4.4,2440,1830,0
00401298,威海中玻自然绿玻优质加工级,004,色玻,4.5,2440,1830,0
00401297,威海中玻自然绿玻普通级,004,色玻,4.5,2440,1830,0
00401296,威海中玻自然绿玻普通级,004,色玻,4.4,2440,1830,0
00401295,威海中玻自然绿玻客户定制级,004,色玻,4.5,2440,1830,0
00401294,威海中玻欧洲灰玻客户定制级,004,色玻,5,3660,2440,0
00401293,威海中玻欧洲灰玻客户定制级,004,色玻,4.2,3660,2440,0
00401292,威海中玻欧洲灰玻优质加工级,004,色玻,10,3660,2440,0
00401291,威海中玻欧洲灰玻优质加工级,004,色玻,8,3660,2440,0
00401290,威海中玻欧洲灰玻优质加工级,004,色玻,8,3300,2440,0
00401289,威海中玻欧洲灰玻优质加工级,004,色玻,7.5,3660,2440,0
00401288,威海中玻欧洲灰玻优质加工级,004,色玻,7.2,3660,2440,0
00401287,威海中玻欧洲灰玻优质加工级,004,色玻,7,3660,2440,0
00401286,威海中玻欧洲灰玻优质加工级,004,色玻,7,3660,2250,0
00401285,威海中玻欧洲灰玻优质加工级,004,色玻,7,3660,2140,0
00401284,威海中玻欧洲灰玻优质加工级,004,色玻,6.8,3660,2440,0
00401283,威海中玻欧洲灰玻优质加工级,004,色玻,6.8,3660,2250,0
00401282,威海中玻欧洲灰玻优质加工级,004,色玻,6.8,3660,2140,0
00401281,威海中玻欧洲灰玻优质加工级,004,色玻,6.7,3660,2440,0.2
00401280,威海中玻欧洲灰玻优质加工级,004,色玻,6.6,3660,2440,0
00401279,威海中玻欧洲灰玻优质加工级,004,色玻,6.6,3660,2250,0
00401278,威海中玻欧洲灰玻优质加工级,004,色玻,6.5,3660,2440,0
00401277,威海中玻欧洲灰玻优质加工级,004,色玻,6.5,3660,2250,0
00401276,威海中玻欧洲灰玻优质加工级,004,色玻,6,3660,2440,0
00401275,威海中玻欧洲灰玻优质加工级,004,色玻,5,3660,2440,0
00401274,威海中玻欧洲灰玻优质加工级,004,色玻,5,3660,2250,0
00401273,威海中玻欧洲灰玻优质加工级,004,色玻,5,3660,2140,0
00401272,威海中玻欧洲灰玻优质加工级,004,色玻,4.5,3660,2440,0
00401271,威海中玻欧洲灰玻优质加工级,004,色玻,4.3,3660,2440,0
00401270,威海中玻欧洲灰玻优质加工级,004,色玻,4.3,3660,2250,0
00401269,威海中玻欧洲灰玻优质加工级,004,色玻,4.3,2440,1830,0
00401268,威海中玻欧洲灰玻优质加工级,004,色玻,4.2,3660,2440,0
00401267,威海中玻欧洲灰玻优质加工级,004,色玻,4.2,3660,2250,0
00401266,威海中玻欧洲灰玻优质加工级,004,色玻,4.2,3660,2140,0
00401265,威海中玻欧洲灰玻优质加工级,004,色玻,4,3660,2440,0
00401264,威海中玻欧洲灰玻优质加工级,004,色玻,3.8,3660,2440,0
00401263,威海中玻欧洲灰玻优质加工级,004,色玻,3.8,3660,2250,0
00401262,威海中玻欧洲灰玻优质加工级,004,色玻,3.8,3660,2140,0
00401261,威海中玻欧洲灰玻优质加工级,004,色玻,3.5,3660,2440,0
00401260,威海中玻欧洲灰玻优质加工级,004,色玻,3.5,3660,2140,0
00401259,威海中玻欧洲灰玻优质加工级,004,色玻,4.2,2440,1830,0
00401258,威海中玻欧洲灰玻普通级,004,色玻,7,3660,2440,0
00401257,威海中玻欧洲灰玻普通级,004,色玻,5,3660,2440,0
00401256,威海中玻欧洲灰玻普通级,004,色玻,4.3,3660,2440,0
00401255,威海中玻欧洲灰玻普通级,004,色玻,4.3,2440,2000,0
00401254,威海中玻欧洲灰玻普通级,004,色玻,4.3,2440,1830,0
00401253,威海中玻欧洲灰玻普通级,004,色玻,4.2,3660,2440,0
00401252,威海中玻欧洲灰玻普通级,004,色玻,4.2,2440,1830,0
00401251,威海中玻欧洲灰玻普通级,004,色玻,4,3660,2440,0
00401250,威海中玻欧洲灰玻普通级,004,色玻,3.8,3660,2440,0
00401249,威海中玻欧洲灰玻普通级,004,色玻,3.8,3660,2250,0
00401248,威海中玻欧洲灰玻普通级,004,色玻,3.5,3660,2440,0
00401247,威海中玻欧洲灰玻客户定制,004,色玻,5,3660,2250,0
00401246,威海中玻欧洲灰玻客户定制,004,色玻,4.3,3660,2440,0
00401245,威海中玻欧洲灰玻客户定制,004,色玻,4.2,2440,1830,0
00401244,威海中玻欧洲灰玻客户定制,004,色玻,3.5,3660,2440,0
00401243,威海中玻欧茶玻优等品,004,色玻,10,3300,2140,0
00401242,威海中玻欧茶玻优等品,004,色玻,6,3660,2140,0
00401241,威海中玻欧茶玻优等品,004,色玻,6,2440,1830,0
00401240,威海中玻欧茶玻优等品,004,色玻,5,3660,2440,0
00401239,威海中玻欧茶玻优等品,004,色玻,5,3300,2140,0
00401238,威海中玻欧茶玻优等品,004,色玻,4.5,3660,2440,0
00401237,威海中玻欧茶玻优等品,004,色玻,4.2,3660,2440,0
00401236,威海中玻欧茶玻普通级,004,色玻,4.2,3660,2440,0
00401235,威海中玻欧茶玻普通级,004,色玻,5,3660,2440,0
00401234,威海中玻绿镀膜混装品,004,色玻,6,3660,2440,0
00401233,威海中玻绿玻客户定制,004,色玻,5.8,2440,1830,0
00401232,威海中玻绿玻客户定制,004,色玻,5.8,2270,1728,0
00401231,威海中玻蓝星灰玻优等品,004,色玻,10,3300,2440,0.2
00401230,威海中玻金茶玻优等品,004,色玻,4.3,3660,2440,0.2
00401229,威海中玻金茶玻优等品,004,色玻,4,3660,2440,0
00401228,威海中玻金茶玻优等品,004,色玻,3.9,3660,2440,0.2
00401227,威海中玻黑镀膜,004,色玻,5,3300,2250,0
00401226,威海中玻黑镀膜,004,色玻,5,2140,1650,0
00401225,威海中玻黑镀膜,004,色玻,4,3300,2140,0
00401224,威海中玻黑玻优质加工级,004,色玻,8,3660,2440,0.2
00401223,威海中玻黑玻优质加工级,004,色玻,8,3660,2140,0
00401222,威海中玻黑玻优质加工级,004,色玻,7.2,3660,2140,0
00401221,威海中玻黑玻优质加工级,004,色玻,6,3660,2440,0
00401220,威海中玻黑玻优质加工级,004,色玻,6,2600,1830,0
00401219,威海中玻黑玻优质加工级,004,色玻,6,2440,1830,0
00401218,威海中玻黑玻优质加工级,004,色玻,5,3660,2440,0
00401217,威海中玻黑玻优质加工级,004,色玻,5,3300,2250,0
00401216,威海中玻黑玻优质加工级,004,色玻,5,3300,2140,0
00401215,威海中玻黑玻优质加工级,004,色玻,5,2440,1830,0
00401214,威海中玻黑玻优质加工级,004,色玻,4.5,3660,2440,0
00401213,威海中玻黑玻优质加工级,004,色玻,4.5,3660,2440,0.2
00401212,威海中玻黑玻优质加工级,004,色玻,4.5,2440,1830,0.2
00401211,威海中玻黑玻优质加工级,004,色玻,4.2,3660,2440,0
00401210,威海中玻黑玻优质加工级,004,色玻,4.2,3660,2440,0.2
00401209,威海中玻黑玻优质加工级,004,色玻,4,3660,2440,0
00401208,威海中玻黑玻优质加工级,004,色玻,4,3660,2440,0.2
00401207,威海中玻黑玻优质加工级,004,色玻,4,3300,2140,0
00401206,威海中玻黑玻优质加工级,004,色玻,4,2440,1830,0
00401205,威海中玻黑玻优质加工级,004,色玻,4,2140,1650,0
00401204,威海中玻黑玻优质加工级,004,色玻,3.8,3660,2440,0
00401203,威海中玻黑玻优质加工级,004,色玻,3,2440,1830,0
00401202,威海中玻黑玻优质加工级,004,色玻,7.8,3660,2440,0
00401201,威海中玻黑玻优质加工级,004,色玻,7.8,3300,2440,0
00401200,威海中玻黑玻普通级,004,色玻,7.8,3660,2440,0
00401199,威海中玻黑玻客户定制级,004,色玻,3.8,3660,2440,0
00401198,威海中玻黑玻带D10系,004,色玻,7.8,3660,2440,0
00401197,威海中玻黑玻10系,004,色玻,7.8,3660,2440,0.2
00401196,威海中玻黑玻10系,004,色玻,6,3660,2440,0
00401195,威海中玻黑玻10系,004,色玻,4.5,3660,2440,0
00401194,威海中玻黑玻10系,004,色玻,4,3300,2140,0
00401193,威海中玻黑玻10系,004,色玻,3.8,3660,2440,0
00401192,威海中玻黑玻,004,色玻,10,3300,2440,0
00401191,威海中玻黑玻,004,色玻,10,3300,2250,0
00401190,威海中玻黑玻,004,色玻,10,3300,2140,0
00401189,威海中玻黑玻,004,色玻,10,2440,1830,0
00401188,威海中玻黑玻,004,色玻,8,3660,2440,0
00401187,威海中玻黑玻,004,色玻,8,3300,2440,0
00401186,威海中玻黑玻,004,色玻,8,2440,1830,0
00401185,威海中玻黑玻,004,色玻,6.8,3660,2440,0
00401184,威海中玻黑玻,004,色玻,6,3300,2140,0
00401183,威海中玻黑玻,004,色玻,5.3,3300,2250,0
00401182,威海中玻黑玻,004,色玻,5,2440,1650,0
00401181,威海中玻黑玻,004,色玻,4.9,2440,1830,0
00401180,威海中玻黑玻,004,色玻,4,3300,2250,0
00401179,威海中玻黑玻,004,色玻,3.8,2440,1830,0
00401178,威海中玻黑玻,004,色玻,3.2,2440,1830,0
00401177,威海中玻福特蓝镀膜优等品,004,色玻,8,3660,2800,0
00401176,威海中玻福特蓝镀膜优等品,004,色玻,6,3660,2800,0.2
00401175,威海中玻福特蓝镀膜优等品,004,色玻,6,3660,2740,0
00401174,威海中玻福特蓝镀膜优等品,004,色玻,6,3660,2600,0
00401173,威海中玻福特蓝镀膜优等品,004,色玻,6,3660,2440,0
00401172,威海中玻福特蓝镀膜优等品,004,色玻,6,3660,2250,0
00401171,威海中玻福特蓝镀膜优等品,004,色玻,6,3660,2140,0
00401170,威海中玻福特蓝镀膜优等品,004,色玻,6,2440,1830,0
00401169,威海中玻福特蓝镀膜优等品,004,色玻,5,3660,2800,0
00401168,威海中玻福特蓝镀膜优等品,004,色玻,5,3660,2740,0
00401167,威海中玻福特蓝镀膜优等品,004,色玻,5,3660,2600,0
00401166,威海中玻福特蓝镀膜优等品,004,色玻,5,3660,2440,0
00401165,威海中玻福特蓝镀膜优等品,004,色玻,5,3660,2250,0
00401164,威海中玻福特蓝镀膜优等品,004,色玻,5,3660,2140,0
00401163,威海中玻福特蓝镀膜优等品,004,色玻,5,2440,1950,0
00401162,威海中玻福特蓝镀膜优等品,004,色玻,4.5,3660,2800,0
00401161,威海中玻福特蓝镀膜优等品,004,色玻,4.5,3660,2740,0
00401160,威海中玻福特蓝镀膜优等品,004,色玻,4.5,3660,2600,0
00401159,威海中玻福特蓝镀膜优等品,004,色玻,4.5,3660,2440,0
00401158,威海中玻福特蓝镀膜优等品,004,色玻,4.5,3660,2200,0
00401157,威海中玻福特蓝镀膜优等品,004,色玻,4.5,2440,1950,0
00401156,威海中玻福特蓝镀膜优等品,004,色玻,4.5,2440,1830,0
00401155,威海中玻福特蓝镀膜优等品,004,色玻,4.5,2440,1710,0
00401154,威海中玻福特蓝镀膜优等品,004,色玻,4.4,3660,2440,0
00401153,威海中玻福特蓝镀膜优等品,004,色玻,4.4,2440,1950,0
00401152,威海中玻福特蓝镀膜优等品,004,色玻,4.4,2440,1830,0
00401151,威海中玻福特蓝镀膜优等品,004,色玻,4.4,2440,1710,0
00401150,威海中玻福特蓝镀膜优等品,004,色玻,4.4,2440,1700,0
00401149,威海中玻福特蓝镀膜优等品,004,色玻,4.3,3660,2800,0
00401148,威海中玻福特蓝镀膜优等品,004,色玻,4.3,3660,2600,0
00401147,威海中玻福特蓝镀膜优等品,004,色玻,4.3,3660,2440,0
00401146,威海中玻福特蓝镀膜优等品,004,色玻,4.3,3660,2250,0
00401145,威海中玻福特蓝镀膜优等品,004,色玻,4.3,3660,2200,0
00401144,威海中玻福特蓝镀膜优等品,004,色玻,4.3,3660,2140,0
00401143,威海中玻福特蓝镀膜优等品,004,色玻,4.3,2440,1950,0
00401142,威海中玻福特蓝镀膜优等品,004,色玻,4.3,2440,1830,0
00401141,威海中玻福特蓝镀膜优等品,004,色玻,4.3,2440,1710,0
00401140,威海中玻福特蓝镀膜优等品,004,色玻,4.3,2200,1830,0
00401139,威海中玻福特蓝镀膜混装品,004,色玻,6,3660,2440,0
00401138,威海中玻福特蓝镀膜混装品,004,色玻,6,2440,1830,0
00401137,威海中玻福特蓝镀膜混装品,004,色玻,5,3660,2440,0
00401136,威海中玻福特蓝镀膜混装品,004,色玻,4.5,3660,2440,0
00401135,威海中玻福特蓝镀膜混装品,004,色玻,4.5,2440,1830,0
00401134,威海中玻福特蓝镀膜混装品,004,色玻,4.4,3660,2440,0
00401133,威海中玻福特蓝镀膜混装品,004,色玻,4.4,2440,1830,0
00401132,威海中玻福特蓝镀膜混装品,004,色玻,4.3,3660,2600,0
00401131,威海中玻福特蓝镀膜混装品,004,色玻,4.3,3660,2440,0
00401130,威海中玻福特蓝镀膜混装品,004,色玻,4.3,3660,2200,0
00401129,威海中玻福特蓝镀膜混装品,004,色玻,4.3,3660,2140,0
00401128,威海中玻福特蓝镀膜混装品,004,色玻,4.3,2440,1950,0
00401127,威海中玻福特蓝镀膜混装品,004,色玻,4.3,2440,1830,0
00401126,威海中玻福特蓝镀膜混装品,004,色玻,4.3,2440,1710,0
00401125,威海中玻福特蓝镀膜混装品,004,色玻,4.3,2200,1830,0
00401124,威海中玻福特蓝玻优质加工级,004,色玻,8,3660,2440,0
00401123,威海中玻福特蓝玻优质加工级,004,色玻,4.3,2440,1830,0
00401122,威海中玻福特蓝玻优质加工级,004,色玻,6,3660,2440,0
00401121,威海中玻福特蓝玻优质加工级,004,色玻,5,3660,2440,0
00401120,威海中玻福特蓝玻优质加工级,004,色玻,4.4,3660,2440,0
00401119,威海中玻福特蓝玻优质加工级,004,色玻,4.4,2440,1830,0
00401118,威海中玻福特蓝玻优质加工级,004,色玻,4.3,3660,2440,0
00401117,威海中玻福特蓝玻普通级,004,色玻,6,3660,2440,0
00401116,威海中玻福特蓝玻普通级,004,色玻,6,2440,1830,0
00401115,威海中玻福特蓝玻普通级,004,色玻,5,3660,2440,0
00401114,威海中玻福特蓝玻普通级,004,色玻,5,2440,1830,0
00401113,威海中玻福特蓝玻普通级,004,色玻,4.5,2440,1830,0
00401112,威海中玻福特蓝玻普通级,004,色玻,4.4,2440,1830,0
00401111,威海中玻福特蓝玻普通级,004,色玻,4.3,3660,2440,0
00401110,威海中玻福特蓝玻普通级,004,色玻,4.3,2440,1830,0
00401109,威海中玻福特蓝玻客户定制,004,色玻,6,3660,2440,0
00401108,威海中玻福特蓝玻客户定制,004,色玻,5,3660,2440,0
00401107,威海中玻福特蓝玻客户定制,004,色玻,4.5,3660,2440,0
00401106,威海中玻福特蓝玻客户定制,004,色玻,4.4,3660,2440,0
00401105,威海中玻福特蓝玻客户定制,004,色玻,4.4,2440,1830,0
00401104,威海中玻福特蓝玻客户定制,004,色玻,4.3,3660,2440,0
00401103,威海中玻福特蓝玻客户定制,004,色玻,4.3,2440,1830,0
00401102,威海中玻定制蓝过渡品,004,色玻,3.8,2440,1830,0
00401101,威海中玻定制蓝过渡品,004,色玻,3.8,2440,1780,0
00401100,威海中玻定制蓝玻,004,色玻,3.9,2440,1830,0
00401099,威海中玻宝石蓝镀膜优等品,004,色玻,6,2440,1830,0
00401098,威海中玻宝石蓝镀膜优等品,004,色玻,5.3,3300,2250,0
00401097,威海中玻宝石蓝镀膜优等品,004,色玻,5,3660,2140,0
00401096,威海中玻宝石蓝镀膜优等品,004,色玻,5,3300,2250,0
00401095,威海中玻宝石蓝镀膜优等品,004,色玻,5,3300,2140,0
00401094,威海中玻宝石蓝镀膜优等品,004,色玻,5,2440,1830,0
00401093,威海中玻宝石蓝镀膜优等品,004,色玻,4.5,3660,2440,0
00401092,威海中玻宝石蓝镀膜优等品,004,色玻,4.5,2440,1830,0
00401091,威海中玻宝石蓝镀膜优等品,004,色玻,4.5,2440,1650,0
00401090,威海中玻宝石蓝镀膜优等品,004,色玻,4.3,3660,2440,0
00401089,威海中玻宝石蓝镀膜优等品,004,色玻,4.3,2440,1830,0
00401088,威海中玻宝石蓝镀膜优等品,004,色玻,4.3,2200,1830,0
00401087,威海中玻宝石蓝镀膜混装品,004,色玻,4.5,3660,2440,0
00401086,威海中玻宝石蓝镀膜混装品,004,色玻,4.5,2440,1830,0
00401085,威海中玻宝石蓝镀膜混装品,004,色玻,4.3,3660,2440,0
00401084,威海中玻宝石蓝镀膜混装品,004,色玻,4.3,2440,1950,0
00401083,威海中玻宝石蓝镀膜混装品,004,色玻,4.3,2440,1830,0
00401082,威海中玻宝石蓝镀膜混装品,004,色玻,4.3,2440,1710,0
00401081,威海中玻宝石蓝镀膜混装品,004,色玻,4.3,2200,1830,0
00401080,威海中玻宝石蓝镀膜定制品,004,色玻,4.3,2440,1830,0
00401079,威海中玻宝石蓝玻优等品,004,色玻,8,3660,2440,0.2
00401078,威海中玻宝石蓝玻优等品,004,色玻,4.3,2440,1830,0
00401077,威海中玻宝石蓝玻优等品,004,色玻,4,2440,1830,0
00401076,威海中玻宝石蓝玻优等品,004,色玻,4,2440,1650,0
00401075,威海中玻宝石蓝玻优等品,004,色玻,3.9,2440,1830,0
00401074,威海中玻宝石蓝玻优等品,004,色玻,3.7,2440,1650,0
00401073,威海中玻宝石蓝玻普通级,004,色玻,4.3,2440,1830,0
00401072,威海中玻宝石蓝玻普通级,004,色玻,4,2440,1830,0
00401071,威海中玻宝石蓝玻普通级,004,色玻,4,2440,1650,0
00401070,威海中玻宝石蓝玻客户定制级,004,色玻,4.3,2440,1830,0
00401069,威海中玻宝石蓝玻客户定制级,004,色玻,4,2440,1830,0
00401068,威海中玻宝石蓝玻客户定制级,004,色玻,4,2440,1650,0
00401067,威海中玻F绿玻优质加工级,004,色玻,6,3660,2440,0
00401066,威海中玻F绿玻优质加工级,004,色玻,5,3660,2440,0
00401065,威海中玻F绿玻优质加工级,004,色玻,5,3660,2200,0
00401064,威海中玻F绿镀膜优等品,004,色玻,5,3660,2440,0
00401063,威海中玻F绿镀膜优等品,004,色玻,5,3660,2200,0
00401062,威海中玻F绿镀膜优等品,004,色玻,5,2440,1830,0
00401061,威海中玻F绿镀膜混装品,004,色玻,6,3660,2440,0
00401060,威海中玻F绿镀膜混装品,004,色玻,6,3660,2200,0
00401059,威海中玻F绿镀膜混装品,004,色玻,6,3660,2140,0
00401058,威海中玻F绿镀膜混装品,004,色玻,5,3660,2440,0
00401057,威海中玻F绿镀膜混装品,004,色玻,5,3660,2200,0
00401056,威海中玻F绿镀膜混装品,004,色玻,5,3660,2140,0
00401055,威海中玻F绿镀膜,004,色玻,8,3660,2440,0.2
00401054,威海中玻F绿玻优质加工级,004,色玻,5,2440,1830,0
00401053,威海中玻F绿玻优质加工级,004,色玻,3.1,2390,1780,0
00401052,威海中玻F绿玻优质加工级,004,色玻,3.1,2070,1800,0
00401051,威海中玻F绿玻普通级,004,色玻,5,3660,2200,0
00401050,威海中玻F绿玻普通级,004,色玻,5,1930,1550,0
00401049,威海中玻F绿玻普通级,004,色玻,3.1,2390,1780,0
